movie_id,genre_id
9559,18
9559,53
9559,80
9560,18
9560,10749
9567,18
9567,28
9567,10752
9571,18
9571,35
9576,35
9576,10749
9587,18
9587,10749
9593,12
9593,14
9593,28
9593,35
9593,10751
9594,18
9594,28
9594,53
9594,80
9595,28
9595,35
9595,10752
9598,14
9598,18
9598,35
9598,10751
9600,35
9600,80
9602,35
9602,10749
9603,35
9603,10749
9604,28
9604,80
9607,12
9607,14
9607,35
9607,10751
9612,35
9612,878
9614,35
9618,18
9618,28
9618,35
9618,53
9618,80
9620,12
9620,28
9620,53
9620,878
9620,9648
9631,18
9631,28
9631,53
9631,80
9637,12
9637,35
9637,9648
9645,27
9645,53
9645,9648
9654,28
9654,80
9655,35
9655,10749
9659,12
9659,28
9659,53
9659,878
9663,18
9663,878
9663,10749
9665,18
9665,36
9665,10752
9671,12
9671,35
9678,14
9678,35
9679,28
9679,53
9679,80
9693,28
9693,53
9693,878
9696,27
9696,28
9696,80
9702,18
9702,53
9702,80
9705,28
9705,53
9705,80
9714,35
9714,10751
9725,27
9725,53
9731,27
9731,53
9737,28
9737,35
9737,53
9737,80
9738,14
9738,28
9738,878
9739,28
9739,80
9739,878
9741,18
9741,53
9741,9648
9753,12
9753,18
9753,53
9757,35
9759,18
9759,28
9759,53
9759,80
9762,18
9762,80
9762,10402
9762,10749
9767,35
9767,10749
9769,18
9772,28
9772,53
9778,35
9778,10749
9788,35
9792,27
9792,53
9793,27
9798,18
9798,28
9798,53
9800,18
9802,12
9802,28
9802,53
9804,12
9804,28
9804,878
9806,12
9806,16
9806,28
9806,10751
9809,35
9809,80
9820,35
9820,10749
9820,10751
9823,14
9823,28
9823,878
9825,27
9825,28
9825,35
9825,53
9825,878
9833,18
9833,53
9833,10749
9836,16
9836,35
9836,10751
9837,12
9837,16
9837,18
9837,10751
9869,18
9869,28
9869,53
9869,80
9870,18
9870,35
9870,10749
9874,28
9874,53
9874,80
9880,35
9880,10749
9880,10751
9886,12
9886,28
9886,878
9889,14
9889,18
9889,35
9889,10749
9894,18
9894,35
9894,53
9896,12
9896,35
9902,27
9902,53
9904,12
9904,16
9904,28
9904,35
9904,10751
9906,12
9906,14
9906,16
9906,35
9906,10751
9907,16
9907,35
9907,10751
9913,18
9913,27
9913,53
9913,9648
9919,35
9919,10749
9928,16
9928,35
9928,878
9928,10751
9946,14
9946,27
9946,28
9947,12
9947,14
9947,28
9982,16
9982,35
9982,10751
9992,12
9992,14
9992,16
9992,10751
9994,12
9994,16
9994,80
9994,9648
9994,10751
10009,12
10009,16
10009,10751
10010,12
10010,16
10010,10751
10014,27
10020,14
